indiv rio peso enfermo
1 Corumbel 44 0
2 Corumbel 81 1
3 Corumbel 71 1
4 Corumbel 3 0
5 Corumbel 67 1
6 Corumbel 59 1
7 Corumbel 57 0
8 Corumbel 33 1
9 Corumbel 52 0
10 Corumbel 83 1
11 Corumbel 84 1
12 Corumbel 8 0
13 Corumbel 1 0
14 Corumbel 58 0
15 Corumbel 99 0
16 Corumbel 30 0
17 Corumbel 77 0
18 Corumbel 7 0
19 Corumbel 97 1
20 Corumbel 28 0
21 Corumbel 69 1
22 Corumbel 52 0
23 Corumbel 4 0
24 Corumbel 34 1
25 Corumbel 77 1
26 Corumbel 40 1
27 Corumbel 27 0
28 Corumbel 78 0
29 Corumbel 74 0
30 Corumbel 9 0
31 Corumbel 64 1
32 Corumbel 2 0
33 Corumbel 9 0
34 Corumbel 55 1
35 Corumbel 66 0
36 Corumbel 85 0
37 Corumbel 10 0
38 Corumbel 25 0
39 Corumbel 95 0
40 Corumbel 79 1
41 Corumbel 90 1
42 Corumbel 3 0
43 Corumbel 16 0
44 Corumbel 64 0
45 Corumbel 13 0
46 Corumbel 93 1
47 Corumbel 17 0
48 Corumbel 62 0
49 Corumbel 28 0
50 Corumbel 44 0
51 Corumbel 8 0
52 Corumbel 3 0
53 Corumbel 37 0
54 Corumbel 14 0
55 Corumbel 35 1
56 Corumbel 71 0
57 Corumbel 95 1
58 Corumbel 18 0
59 Corumbel 7 0
60 Corumbel 54 1
61 Corumbel 52 0
62 Corumbel 89 0
63 Corumbel 35 0
64 Corumbel 1 0
65 Corumbel 38 0
66 Corumbel 14 0
67 Corumbel 77 0
68 Corumbel 5 0
69 Corumbel 12 0
70 Corumbel 93 0
71 Corumbel 72 0
72 Corumbel 77 1
73 Corumbel 73 0
74 Corumbel 22 0
75 Corumbel 92 0
76 Corumbel 66 0
77 Corumbel 12 0
78 Corumbel 60 0
79 Corumbel 9 0
80 Corumbel 74 0
81 Corumbel 58 0
82 Corumbel 79 1
83 Corumbel 60 0
84 Corumbel 90 1
85 Corumbel 93 1
86 Corumbel 34 0
87 Corumbel 36 0
88 Corumbel 90 1
89 Corumbel 53 0
90 Corumbel 71 1
91 Corumbel 49 0
92 Corumbel 97 1
93 Corumbel 49 1
94 Corumbel 99 1
95 Corumbel 73 1
96 Corumbel 77 0
97 Corumbel 45 0
98 Corumbel 74 0
99 Corumbel 97 1
100 Corumbel 46 1
101 Corumbel 41 0
102 Corumbel 12 0
103 Corumbel 65 1
104 Corumbel 2 0
105 Corumbel 24 0
106 Corumbel 43 0
107 Corumbel 54 0
108 Corumbel 17 0
109 Corumbel 65 0
110 Corumbel 97 0
111 Corumbel 21 0
112 Corumbel 81 1
113 Corumbel 90 0
114 Corumbel 26 0
115 Corumbel 5 0
116 Corumbel 63 0
117 Corumbel 20 0
118 Corumbel 24 0
119 Corumbel 92 0
120 Corumbel 38 0
121 Corumbel 16 0
122 Corumbel 72 0
123 Corumbel 14 0
124 Corumbel 50 0
125 Corumbel 41 0
126 Corumbel 79 0
127 Corumbel 49 0
128 Corumbel 45 1
129 Corumbel 3 0
130 Corumbel 11 0
131 Corumbel 18 0
132 Corumbel 79 1
133 Corumbel 44 0
134 Corumbel 59 0
135 Corumbel 88 1
136 Corumbel 50 1
137 Corumbel 39 0
138 Corumbel 7 0
139 Corumbel 12 0
140 Corumbel 66 0
141 Corumbel 25 0
142 Corumbel 71 1
143 Corumbel 65 0
144 Corumbel 77 0
145 Corumbel 73 1
146 Corumbel 88 0
147 Corumbel 29 0
148 Corumbel 68 0
149 Corumbel 10 0
150 Corumbel 47 0
151 Corumbel 61 0
152 Corumbel 20 0
153 Corumbel 53 0
154 Corumbel 5 0
155 Corumbel 99 1
156 Corumbel 79 0
157 Corumbel 43 1
158 Corumbel 40 0
159 Corumbel 16 0
160 Corumbel 90 0
161 Corumbel 50 0
162 Corumbel 94 1
163 Corumbel 87 1
164 Corumbel 13 0
165 Corumbel 61 0
166 Corumbel 27 0
167 Corumbel 23 0
168 Corumbel 38 0
169 Corumbel 14 0
170 Corumbel 41 0
171 Corumbel 20 0
172 Corumbel 88 0
173 Corumbel 52 0
174 Corumbel 45 0
175 Corumbel 16 0
176 Corumbel 61 0
177 Corumbel 88 0
178 Corumbel 68 0
179 Corumbel 89 0
180 Corumbel 6 0
181 Corumbel 38 0
182 Corumbel 99 0
183 Corumbel 82 0
184 Corumbel 76 0
185 Corumbel 57 0
186 Corumbel 19 1
187 Corumbel 79 0
188 Murtigas 9 0
189 Murtigas 57 0
190 Murtigas 91 0
191 Murtigas 82 0
192 Murtigas 95 0
193 Murtigas 96 0
194 Murtigas 32 0
195 Murtigas 15 0
196 Murtigas 85 0
197 Murtigas 20 0
198 Murtigas 42 0
199 Murtigas 68 0
200 Murtigas 2 0
201 Murtigas 60 0
202 Murtigas 25 0
203 Murtigas 98 0
204 Murtigas 46 0
205 Murtigas 61 0
206 Murtigas 90 0
207 Murtigas 12 0
208 Murtigas 20 0
209 Murtigas 44 0
